Station_ID,IOOS_Regional_Association,Network,creator_country,creator_email,creator_institution,creator_name,creator_sector,creator_type,creator_url,platform_name
WIN1,NANOOS,OSU,United States of America,mike.kosro@oregonstate.edu,Oregon State University,"Ocean Currents Mapping Lab; College of Earth, Ocean, and Atmospheric Sciences; Oregon State University",academic,group,http://bragg.ceoas.oregonstate.edu/,"Winchester Bay, OR (WIN1) HF-radar station"
WLD2,NANOOS,OSU,United States of America,mike.kosro@oregonstate.edu,Oregon State University,"Ocean Currents Mapping Lab; College of Earth, Ocean, and Atmospheric Sciences; Oregon State University",academic,group,http://bragg.ceoas.oregonstate.edu/,"Waldport, OR (WLD2) HF-radar station"
WSH1,NANOOS,OSU,United States of America,mike.kosro@oregonstate.edu,Oregon State University,"Ocean Currents Mapping Lab; College of Earth, Ocean, and Atmospheric Sciences; Oregon State University",academic,group,http://bragg.ceoas.oregonstate.edu/,"Washburne, OR (WSH1) HF-radar station"
WSP1,NANOOS,OSU,United States of America,mike.kosro@oregonstate.edu,Oregon State University,"Ocean Currents Mapping Lab; College of Earth, Ocean, and Atmospheric Sciences; Oregon State University",academic,group,http://bragg.ceoas.oregonstate.edu/,"Westport State Park, WA (WSP1) HF-radar station"
YHL1,NANOOS,OSU,United States of America,mike.kosro@oregonstate.edu,Oregon State University,"Ocean Currents Mapping Lab; College of Earth, Ocean, and Atmospheric Sciences; Oregon State University",academic,group,http://bragg.ceoas.oregonstate.edu/,"Yaquina Head Long, OR (YHL1) HF-radar station"
YHS2,NANOOS,OSU,United States of America,mike.kosro@oregonstate.edu,Oregon State University,"Ocean Currents Mapping Lab; College of Earth, Ocean, and Atmospheric Sciences; Oregon State University",academic,group,http://bragg.ceoas.oregonstate.edu/,"Yaquina Head South, OR (YHS2) HF-radar station"
CPVN,NERACOOS,WHOI,United States of America,akirincich@whoi.edu,Woods Hole Oceanographic Institution,"Physical Oceanography Department, Woods Hole Oceanographic Institution",academic,group,https://deacon.whoi.edu/,"Camp Varnum, RI (CPVN) HF-radar station"
ESPT,NERACOOS,WHOI,United States of America,akirincich@whoi.edu,Woods Hole Oceanographic Institution,"Physical Oceanography Department, Woods Hole Oceanographic Institution",academic,group,https://deacon.whoi.edu/,"Eastern Point Retreat House, MA (ESPT) HF-radar station"
FOCF,NERACOOS,WHOI,United States of America,akirincich@whoi.edu,Woods Hole Oceanographic Institution,"Physical Oceanography Department, Woods Hole Oceanographic Institution",academic,group,https://deacon.whoi.edu/,"Fourth Cliff Recreation Area, MA (FOCF) HF-radar station"
HBSR,NERACOOS,WHOI,United States of America,akirincich@whoi.edu,Woods Hole Oceanographic Institution,"Physical Oceanography Department, Woods Hole Oceanographic Institution",academic,group,https://deacon.whoi.edu/,"Horseneck Beach State Reserve, MA (HBSR) HF-radar station"
LPWR,NERACOOS,WHOI,United States of America,akirincich@whoi.edu,Woods Hole Oceanographic Institution,"Physical Oceanography Department, Woods Hole Oceanographic Institution",academic,group,https://deacon.whoi.edu/,"Long Point Wildlife Refuge, MA (LPWR) HF-radar station"
NWTP,NERACOOS,WHOI,United States of America,akirincich@whoi.edu,Woods Hole Oceanographic Institution,"Physical Oceanography Department, Woods Hole Oceanographic Institution",academic,group,https://deacon.whoi.edu/,"Nantucket, MA (NWTP) HF-radar station"
POPB,NERACOOS,WHOI,United States of America,akirincich@whoi.edu,Woods Hole Oceanographic Institution,"Physical Oceanography Department, Woods Hole Oceanographic Institution",academic,group,https://deacon.whoi.edu/,"Popham Beach State Park, ME (POPB) HF-radar station"
PTWN,NERACOOS,WHOI,United States of America,akirincich@whoi.edu,Woods Hole Oceanographic Institution,"Physical Oceanography Department, Woods Hole Oceanographic Institution",academic,group,https://deacon.whoi.edu/,"Provincetown, MA (PTWN) HF-radar station"
SBSR,NERACOOS,WHOI,United States of America,akirincich@whoi.edu,Woods Hole Oceanographic Institution,"Physical Oceanography Department, Woods Hole Oceanographic Institution",academic,group,https://deacon.whoi.edu/,"Salisbury Beach State Reservation, MA (SBSR) HF-radar station"
SOB2,NERACOOS,WHOI,United States of America,akirincich@whoi.edu,Woods Hole Oceanographic Institution,"Physical Oceanography Department, Woods Hole Oceanographic Institution",academic,group,https://deacon.whoi.edu/,"South Beach, Martha's Vineyard, Edgartown, MA (SOB2) HF-radar station"
TLSP,NERACOOS,WHOI,United States of America,akirincich@whoi.edu,Woods Hole Oceanographic Institution,"Physical Oceanography Department, Woods Hole Oceanographic Institution",academic,group,https://deacon.whoi.edu/,"Two Lights State Park, ME (TLSP) HF-radar station"
KAK,PacIOOS,UH,United States of America,radlab@sunrise.soest.hawaii.edu,University of Hawaii at Manoa,"Radio Oceanography Laboratory, Physical Oceanography Division, Department of Oceanography, School of Ocean & Earth Science & Technology, University of Hawaii at Manoa",academic,group,https://www.oceanphysics.org/wiki,"Kaka'ako, HI (KAK) HF-radar station"
KAL,PacIOOS,UH,United States of America,radlab@sunrise.soest.hawaii.edu,University of Hawaii at Manoa,"Radio Oceanography Laboratory, Physical Oceanography Division, Department of Oceanography, School of Ocean & Earth Science & Technology, University of Hawaii at Manoa",academic,group,https://www.oceanphysics.org/wiki,"Kalaeloa, HI (KAL) HF-radar station"
KAP,PacIOOS,UH,United States of America,radlab@sunrise.soest.hawaii.edu,University of Hawaii at Manoa,"Radio Oceanography Laboratory, Physical Oceanography Division, Department of Oceanography, School of Ocean & Earth Science & Technology, University of Hawaii at Manoa",academic,group,https://www.oceanphysics.org/wiki,"Kapolei, HI (KAP) HF-radar station"
KKH,PacIOOS,UH,United States of America,radlab@sunrise.soest.hawaii.edu,University of Hawaii at Manoa,"Radio Oceanography Laboratory, Physical Oceanography Division, Department of Oceanography, School of Ocean & Earth Science & Technology, University of Hawaii at Manoa",academic,group,https://www.oceanphysics.org/wiki,"Keaukaha, HI (KKH) HF-radar station"
KNA,PacIOOS,UH,United States of America,radlab@sunrise.soest.hawaii.edu,University of Hawaii at Manoa,"Radio Oceanography Laboratory, Physical Oceanography Division, Department of Oceanography, School of Ocean & Earth Science & Technology, University of Hawaii at Manoa",academic,group,https://www.oceanphysics.org/wiki,"Kaena, HI (KNA) HF-radar station"
KOK,PacIOOS,UH,United States of America,radlab@sunrise.soest.hawaii.edu,University of Hawaii at Manoa,"Radio Oceanography Laboratory, Physical Oceanography Division, Department of Oceanography, School of Ocean & Earth Science & Technology, University of Hawaii at Manoa",academic,group,https://www.oceanphysics.org/wiki,"Koko Head, HI (KOK) HF-radar station"
PPK,PacIOOS,UH,United States of America,radlab@sunrise.soest.hawaii.edu,University of Hawaii at Manoa,"Radio Oceanography Laboratory, Physical Oceanography Division, Department of Oceanography, School of Ocean & Earth Science & Technology, University of Hawaii at Manoa",academic,group,https://www.oceanphysics.org/wiki,"Pepe'ekeo, HI (PPK) HF-radar station"
SDBP,SCCOOS,SIO,United States of America,hfrops@ucsd.edu,"Scripps Institution of Oceanography at University of California, San Diego","Coastal Observing Research and Development Center; Marine Physical Laboratory; Scripps Institution of Oceanography; University of California, San Diego",academic,group,https://cordc.ucsd.edu/,"San Diego, Border Park (SDBP) HF-radar station"
SDCP,SCCOOS,SIO,United States of America,hfrops@ucsd.edu,"Scripps Institution of Oceanography at University of California, San Diego","Coastal Observing Research and Development Center; Marine Physical Laboratory; Scripps Institution of Oceanography; University of California, San Diego",academic,group,https://cordc.ucsd.edu/,"Camp Pendleton, CA (SDCP) HF-radar station"
SDDP,SCCOOS,SIO,United States of America,hfrops@ucsd.edu,"Scripps Institution of Oceanography at University of California, San Diego","Coastal Observing Research and Development Center; Marine Physical Laboratory; Scripps Institution of Oceanography; University of California, San Diego",academic,group,https://cordc.ucsd.edu/,"Dana Point, CA (SDDP) HF-radar station"
SDPL,SCCOOS,SIO,United States of America,hfrops@ucsd.edu,"Scripps Institution of Oceanography at University of California, San Diego","Coastal Observing Research and Development Center; Marine Physical Laboratory; Scripps Institution of Oceanography; University of California, San Diego",academic,group,https://cordc.ucsd.edu/,"San Diego, Point Loma (SDPL) HF-radar station"
SDSC,SCCOOS,SIO,United States of America,hfrops@ucsd.edu,"Scripps Institution of Oceanography at University of California, San Diego","Coastal Observing Research and Development Center; Marine Physical Laboratory; Scripps Institution of Oceanography; University of California, San Diego",academic,group,https://cordc.ucsd.edu/,"San Clemente Is, CA (SDSC) HF-radar station"
SDSE,SCCOOS,SIO,United States of America,hfrops@ucsd.edu,"Scripps Institution of Oceanography at University of California, San Diego","Coastal Observing Research and Development Center; Marine Physical Laboratory; Scripps Institution of Oceanography; University of California, San Diego",academic,group,https://cordc.ucsd.edu/,"San Elijo State Beach, CA (SDSE) HF-radar station"
SDSL,SCCOOS,SIO,United States of America,hfrops@ucsd.edu,"Scripps Institution of Oceanography at University of California, San Diego","Coastal Observing Research and Development Center; Marine Physical Laboratory; Scripps Institution of Oceanography; University of California, San Diego",academic,group,https://cordc.ucsd.edu/,"San Diego, Scripps Long-range (SDSL) HF-radar station"
SDSN,SCCOOS,SIO,United States of America,hfrops@ucsd.edu,"Scripps Institution of Oceanography at University of California, San Diego","Coastal Observing Research and Development Center; Marine Physical Laboratory; Scripps Institution of Oceanography; University of California, San Diego",academic,group,https://cordc.ucsd.edu/,"San Clemente Island North, CA (SDSN) HF-radar station"
SDUT,SCCOOS,SIO,United States of America,hfrops@ucsd.edu,"Scripps Institution of Oceanography at University of California, San Diego","Coastal Observing Research and Development Center; Marine Physical Laboratory; Scripps Institution of Oceanography; University of California, San Diego",academic,group,https://cordc.ucsd.edu/,"Upper Trestles, San Diego, CA (SDUT) HF-radar station"
SDWW,SCCOOS,SIO,United States of America,hfrops@ucsd.edu,"Scripps Institution of Oceanography at University of California, San Diego","Coastal Observing Research and Development Center; Marine Physical Laboratory; Scripps Institution of Oceanography; University of California, San Diego",academic,group,https://cordc.ucsd.edu/,"Point Loma Waste Water Treatment Plant, CA (SDWW) HF-radar station"
AGL1,SCCOOS,SLO,United States of America,rkwalter@calpoly.edu,"California Polytechnic State University, San Luis Obispo","Center for Coastal Marine Sciences; California Polytechnic State University, San Luis Obispo",academic,group,https://marine.calpoly.edu/ocean-observing,"Pt. Arguello, CA (AGL1) HF-radar station"
ARG1,SCCOOS,SLO,United States of America,rkwalter@calpoly.edu,"California Polytechnic State University, San Luis Obispo","Center for Coastal Marine Sciences; California Polytechnic State University, San Luis Obispo",academic,group,https://marine.calpoly.edu/ocean-observing,"Pt. Arguello, CA (ARG1) HF-radar station"
FBK1,SCCOOS,SLO,United States of America,rkwalter@calpoly.edu,"California Polytechnic State University, San Luis Obispo","Center for Coastal Marine Sciences; California Polytechnic State University, San Luis Obispo",academic,group,https://marine.calpoly.edu/ocean-observing,"Disaster Control Fall-Back 22, Vandenberg Space Force Base, Pt. Sal, CA (FBK1) HF-radar station"
LUIS,SCCOOS,SLO,United States of America,rkwalter@calpoly.edu,"California Polytechnic State University, San Luis Obispo","Center for Coastal Marine Sciences; California Polytechnic State University, San Luis Obispo",academic,group,https://marine.calpoly.edu/ocean-observing,"Point San Luis, CA (LUIS) HF-radar station"
PTC1,SCCOOS,SLO,United States of America,rkwalter@calpoly.edu,"California Polytechnic State University, San Luis Obispo","Center for Coastal Marine Sciences; California Polytechnic State University, San Luis Obispo",academic,group,https://marine.calpoly.edu/ocean-observing,"Point Conception, CA (PTC1) HF-radar station"
ACI1,SCCOOS,UCSB,United States of America,hfradar@msi.ucsb.edu,"University of California, Santa Barbara","Washburn Lab; Marine Science Institute; University of California, Santa Barbara",academic,group,https://washburnlab.msi.ucsb.edu/hf-radar,"Anacapa Island, CA (ACI1) HF-radar station"
COP1,SCCOOS,UCSB,United States of America,hfradar@msi.ucsb.edu,"University of California, Santa Barbara","Washburn Lab; Marine Science Institute; University of California, Santa Barbara",academic,group,https://washburnlab.msi.ucsb.edu/hf-radar,Coal Oil Pt. (COP1) HF-radar station
MGS1,SCCOOS,UCSB,United States of America,hfradar@msi.ucsb.edu,"University of California, Santa Barbara","Washburn Lab; Marine Science Institute; University of California, Santa Barbara",academic,group,https://washburnlab.msi.ucsb.edu/hf-radar,Mandalay Generating Station (MGS1) HF-radar station
NIC1,SCCOOS,UCSB,United States of America,hfradar@msi.ucsb.edu,"University of California, Santa Barbara","Washburn Lab; Marine Science Institute; University of California, Santa Barbara",academic,group,https://washburnlab.msi.ucsb.edu/hf-radar,"Nicholas Canyon, CA (NIC1) HF-radar station"
PTM1,SCCOOS,UCSB,United States of America,hfradar@msi.ucsb.edu,"University of California, Santa Barbara","Washburn Lab; Marine Science Institute; University of California, Santa Barbara",academic,group,https://washburnlab.msi.ucsb.edu/hf-radar,"Point Mugu, CA (PTM1) HF-radar station"
RFG1,SCCOOS,UCSB,United States of America,hfradar@msi.ucsb.edu,"University of California, Santa Barbara","Washburn Lab; Marine Science Institute; University of California, Santa Barbara",academic,group,https://washburnlab.msi.ucsb.edu/hf-radar,Refugio State Beach (RFG1) HF-radar station
SCI1,SCCOOS,UCSB,United States of America,hfradar@msi.ucsb.edu,"University of California, Santa Barbara","Washburn Lab; Marine Science Institute; University of California, Santa Barbara",academic,group,https://washburnlab.msi.ucsb.edu/hf-radar,"Santa Cruz Island, CA (SCI1) HF-radar station"
SNI1,SCCOOS,UCSB,United States of America,hfradar@msi.ucsb.edu,"University of California, Santa Barbara","Washburn Lab; Marine Science Institute; University of California, Santa Barbara",academic,group,https://washburnlab.msi.ucsb.edu/hf-radar,"San Nicolas Island, CA (SNI1) HF-radar station"
SSD1,SCCOOS,UCSB,United States of America,hfradar@msi.ucsb.edu,"University of California, Santa Barbara","Washburn Lab; Marine Science Institute; University of California, Santa Barbara",academic,group,https://washburnlab.msi.ucsb.edu/hf-radar,Summerland Sanitary District (SSD1) HF-radar station
SCCI,SCCOOS,USC,United States of America,mragan@usc.edu,University of Southern California,"Wrigley Institute for Environment and Sustainability; Dornsife College of Letters, Arts, and Sciences; University of Southern California",academic,group,https://dornsife.usc.edu/wrigley/,"Catalina Island, CA (SCCI) HF-radar station"
SCDB,SCCOOS,USC,United States of America,mragan@usc.edu,University of Southern California,"Wrigley Institute for Environment and Sustainability; Dornsife College of Letters, Arts, and Sciences; University of Southern California",academic,group,https://dornsife.usc.edu/wrigley/,"Dan Blocker, CA (SCDB) HF-radar station"
SCDH,SCCOOS,USC,United States of America,mragan@usc.edu,University of Southern California,"Wrigley Institute for Environment and Sustainability; Dornsife College of Letters, Arts, and Sciences; University of Southern California",academic,group,https://dornsife.usc.edu/wrigley/,"Dockweiler Headquarters, CA (SCDH) HF-radar station"
SCNB,SCCOOS,USC,United States of America,mragan@usc.edu,University of Southern California,"Wrigley Institute for Environment and Sustainability; Dornsife College of Letters, Arts, and Sciences; University of Southern California",academic,group,https://dornsife.usc.edu/wrigley/,"Newport Beach, CA (SCNB) HF-radar station"
SCPF,SCCOOS,USC,United States of America,mragan@usc.edu,University of Southern California,"Wrigley Institute for Environment and Sustainability; Dornsife College of Letters, Arts, and Sciences; University of Southern California",academic,group,https://dornsife.usc.edu/wrigley/,"Point Fermin, CA (SCPF) HF-radar station"
SCTB,SCCOOS,USC,United States of America,mragan@usc.edu,University of Southern California,"Wrigley Institute for Environment and Sustainability; Dornsife College of Letters, Arts, and Sciences; University of Southern California",academic,group,https://dornsife.usc.edu/wrigley/,"Torrance Beach, CA (SCTB) HF-radar station"
HAUL,SECOORA,FAU,United States of America,wbaxley1@fau.edu,Florida Atlantic University,"Southeast National Marine Renewable Energy Center, Florida Atlantic University",academic,group,https://snmrec.fau.edu/resource-measurement-modeling/ocean-current-measurement.html,"Haulover Inlet, FL (HAUL) HF-radar station"
HILL,SECOORA,FAU,United States of America,wbaxley1@fau.edu,Florida Atlantic University,"Southeast National Marine Renewable Energy Center, Florida Atlantic University",academic,group,https://snmrec.fau.edu/resource-measurement-modeling/ocean-current-measurement.html,"Hillsboro, FL (HILL) HF-radar station"
HTR,SECOORA,FIT,United States of America,slazarus@fit.edu,Florida Institute of Technology,"Department Of Ocean Engineering and Marine Sciences, College of Engineering and Science, Florida Institute of Technology",academic,group,https://www.fit.edu/ocean-engineering-and-marine-sciences/,"Hightower Beach, FL (HTR) HF-radar station"
TRS,SECOORA,FIT,United States of America,slazarus@fit.edu,Florida Institute of Technology,"Department Of Ocean Engineering and Marine Sciences, College of Engineering and Science, Florida Institute of Technology",academic,group,https://www.fit.edu/ocean-engineering-and-marine-sciences/,"Treasure Shores, FL (TRS) HF-radar station"
CSW,SECOORA,SC,United States of America,gvoulgaris@geol.sc.edu,University of South Carolina,"Coastal Processes & Sediment Dynamics Laboratory; School of the Earth, Ocean, and Environment; McCausland College of Arts and Sciences; University of South Carolina",academic,group,https://seoe.sc.edu/gvoulgar/WERA_link.html,"Catalina Island, Avalon, CA (SCCI) HF-radar station"
GTN,SECOORA,SC,United States of America,gvoulgaris@geol.sc.edu,University of South Carolina,"Coastal Processes & Sediment Dynamics Laboratory; School of the Earth, Ocean, and Environment; McCausland College of Arts and Sciences; University of South Carolina",academic,group,https://seoe.sc.edu/gvoulgar/WERA_link.html,"Dan Blocker, Malibu, CA (SCDB) HF-radar station"
MBP,SECOORA,SC,United States of America,gvoulgaris@geol.sc.edu,University of South Carolina,"Coastal Processes & Sediment Dynamics Laboratory; School of the Earth, Ocean, and Environment; McCausland College of Arts and Sciences; University of South Carolina",academic,group,https://seoe.sc.edu/gvoulgar/WERA_link.html,"Dockweiler Headquarters, Playa del Rey, CA (SCDH) HF-radar station"
CNS,SECOORA,SKIO,United States of America,catherine.edwards@skio.uga.edu,"Skidaway Institute of Oceanography, University of Georgia","Edwards Lab, Skidaway Institute of Oceanography, University of Georgia",academic,group,https://www.skio.uga.edu/research/physical-oceanography/gliderprojects/,"Newport Beach, CA (SCNB) HF-radar station"
JEK,SECOORA,SKIO,United States of America,catherine.edwards@skio.uga.edu,"Skidaway Institute of Oceanography, University of Georgia","Edwards Lab, Skidaway Institute of Oceanography, University of Georgia",academic,group,https://www.skio.uga.edu/research/physical-oceanography/gliderprojects/,"Point Fermin, San Pedro, CA (SCPF) HF-radar station"
KSC,SECOORA,SKIO,United States of America,catherine.edwards@skio.uga.edu,"Skidaway Institute of Oceanography, University of Georgia","Edwards Lab, Skidaway Institute of Oceanography, University of Georgia",academic,group,https://www.skio.uga.edu/research/physical-oceanography/gliderprojects/,"Kennedy Space Center, FL (KSC) HF-radar station"
CDN,SECOORA,UMiami,United States of America,nshay@rsmas.miami.edu,University of Miami,"Rosenstiel School of Marine, Atmospheric, and Earth Science; University of Miami",academic,group,https://iwave.rsmas.miami.edu/wera/data/efs/crandon/,"Crandon, FL (CDN) HF-radar station"
NKL,SECOORA,UMiami,United States of America,nshay@rsmas.miami.edu,University of Miami,"Rosenstiel School of Marine, Atmospheric, and Earth Science; University of Miami",academic,group,https://iwave.rsmas.miami.edu/wera/data/efs/largo/,"North Key Largo, FL (NKL) HF-radar station"
STF,SECOORA,UMiami,United States of America,nshay@rsmas.miami.edu,University of Miami,"Rosenstiel School of Marine, Atmospheric, and Earth Science; University of Miami",academic,group,https://iwave.rsmas.miami.edu/wera/data/efs/sftf/,"Dania Beach, FL (STF) HF-radar station"
VIR,SECOORA,UMiami,United States of America,nshay@rsmas.miami.edu,University of Miami,"Rosenstiel School of Marine, Atmospheric, and Earth Science; University of Miami",academic,group,https://iwave.rsmas.miami.edu/wera/data/efs/virginia/,"Virginia Key, FL (VIR) HF-radar station"
CORE,SECOORA,UNC,United States of America,hseim@email.unc.edu,University of North Carolina at Chapel Hill,"Seim Lab; Department of Earth, Marine, and Environmental Sciences; University of North Carolina at Chapel Hill",academic,group,https://tarheels.live/seimlab/,"Core Banks, NC (CORE) HF-radar station"
HATY,SECOORA,UNC,United States of America,hseim@email.unc.edu,University of North Carolina at Chapel Hill,"Seim Lab; Department of Earth, Marine, and Environmental Sciences; University of North Carolina at Chapel Hill",academic,group,https://tarheels.live/seimlab/,"Cape Hatteras, NC (HATY) HF-radar station"
JENN,SECOORA,UNC,United States of America,hseim@email.unc.edu,University of North Carolina at Chapel Hill,"Seim Lab; Department of Earth, Marine, and Environmental Sciences; University of North Carolina at Chapel Hill",academic,group,https://tarheels.live/seimlab/,"Jennettes Pier, NC (JENN) HF-radar station"
OCRA,SECOORA,UNC,United States of America,hseim@email.unc.edu,University of North Carolina at Chapel Hill,"Seim Lab; Department of Earth, Marine, and Environmental Sciences; University of North Carolina at Chapel Hill",academic,group,https://tarheels.live/seimlab/,"Ocracoke Island, NC (OCRA) HF-radar station"
FDS,SECOORA,USF,United States of America,cmerz@usf.edu,University of South Florida,"Ocean Circulation Laboratory, College of Marine Science, University of South Florida",academic,group,https://comps.marine.usf.edu/,"Ft. De Soto, FL (FDS) HF-radar station"
JEFF,SECOORA,USF,United States of America,cmerz@usf.edu,University of South Florida,"Ocean Circulation Laboratory, College of Marine Science, University of South Florida",academic,group,https://comps.marine.usf.edu/,"Ft Jefferson, FL (JEFF) HF-radar station"
MARA,SECOORA,USF,United States of America,cmerz@usf.edu,University of South Florida,"Ocean Circulation Laboratory, College of Marine Science, University of South Florida",academic,group,https://comps.marine.usf.edu/,"Marathon, FL (MARA) HF-radar station"
NAPL,SECOORA,USF,United States of America,cmerz@usf.edu,University of South Florida,"Ocean Circulation Laboratory, College of Marine Science, University of South Florida",academic,group,https://comps.marine.usf.edu/,"Naples, FL (NAPL) HF-radar station"
RDSR,SECOORA,USF,United States of America,cmerz@usf.edu,University of South Florida,"Ocean Circulation Laboratory, College of Marine Science, University of South Florida",academic,group,https://comps.marine.usf.edu/,"Reddington, FL (RDSR) HF-radar station"
VEN,SECOORA,USF,United States of America,cmerz@usf.edu,University of South Florida,"Ocean Circulation Laboratory, College of Marine Science, University of South Florida",academic,group,https://comps.marine.usf.edu/,"Venice, FL (VEN) HF-radar station"
VENI,SECOORA,USF,United States of America,cmerz@usf.edu,University of South Florida,"Ocean Circulation Laboratory, College of Marine Science, University of South Florida",academic,group,https://comps.marine.usf.edu/,"Venice, FL (VENI) HF-radar station"
WEST,SECOORA,USF,United States of America,cmerz@usf.edu,University of South Florida,"Ocean Circulation Laboratory, College of Marine Science, University of South Florida",academic,group,https://comps.marine.usf.edu/,"Key West, FL (WEST) HF-radar station"
